Theory_MeV,Scale_Type,k_Node,Is_Prime,Stability_Score,Status,Match_Name,Error_Percent
2497870.7514,MESON (A^-1),35671,True,30,NOISE,,
2498290.9029,MESON (A^-1),35677,True,30,NOISE,,
2500604.4200,BARYON (Pi^5),15991,True,50,RESONANCE,,
2501932.2160,MESON (A^-1),35729,True,30,NOISE,,
2502072.2665,MESON (A^-1),35731,True,30,NOISE,,
2502168.1774,BARYON (Pi^5),16001,True,50,RESONANCE,,
2502172.8861,BOSON (A^-2),83,True,80,PREDICTION,,
2503106.4318,BARYON (Pi^5),16007,True,50,RESONANCE,,
2503192.6705,MESON (A^-1),35747,True,30,NOISE,,
2503612.8220,MESON (A^-1),35753,True,30,NOISE,,
2504032.9735,MESON (A^-1),35759,True,30,NOISE,,
2504873.2766,MESON (A^-1),35771,True,30,NOISE,,
2506693.9331,MESON (A^-1),35797,True,30,NOISE,,
2506974.0341,MESON (A^-1),35801,True,30,NOISE,,
2507114.0846,MESON (A^-1),35803,True,30,NOISE,,
2507172.2010,BARYON (Pi^5),16033,True,50,RESONANCE,,
2507534.2361,MESON (A^-1),35809,True,30,NOISE,,
2509074.7917,MESON (A^-1),35831,True,30,NOISE,,
2509494.9432,MESON (A^-1),35837,True,30,NOISE,,
2509634.9937,MESON (A^-1),35839,True,30,NOISE,,
2510475.2967,MESON (A^-1),35851,True,30,NOISE,,
2510925.2187,BARYON (Pi^5),16057,True,50,RESONANCE,,
2511315.5997,MESON (A^-1),35863,True,30,NOISE,,
2511550.7217,BARYON (Pi^5),16061,True,50,RESONANCE,,
2511735.7512,MESON (A^-1),35869,True,30,NOISE,,
2511863.4731,BARYON (Pi^5),16063,True,50,RESONANCE,,
2512436.0037,MESON (A^-1),35879,True,30,NOISE,,
2512488.9761,BARYON (Pi^5),16067,True,50,RESONANCE,,
2512801.7276,BARYON (Pi^5),16069,True,50,RESONANCE,,
2513427.2305,BARYON (Pi^5),16073,True,50,RESONANCE,,
2513696.4583,MESON (A^-1),35897,True,30,NOISE,,
2513836.5088,MESON (A^-1),35899,True,30,NOISE,,
2514676.8118,MESON (A^-1),35911,True,30,NOISE,,
2515517.1148,MESON (A^-1),35923,True,30,NOISE,,
2515616.4908,BARYON (Pi^5),16087,True,50,RESONANCE,,
2516217.3673,MESON (A^-1),35933,True,30,NOISE,,
2516241.9938,BARYON (Pi^5),16091,True,50,RESONANCE,,
2517180.2482,BARYON (Pi^5),16097,True,50,RESONANCE,,
2517477.8219,MESON (A^-1),35951,True,30,NOISE,,
2518118.5026,BARYON (Pi^5),16103,True,50,RESONANCE,,
2518318.1249,MESON (A^-1),35963,True,30,NOISE,,
2518738.2764,MESON (A^-1),35969,True,30,NOISE,,
2519298.4784,MESON (A^-1),35977,True,30,NOISE,,
2519369.5085,BARYON (Pi^5),16111,True,50,RESONANCE,,
2519718.6299,MESON (A^-1),35983,True,30,NOISE,,
2520418.8824,MESON (A^-1),35993,True,30,NOISE,,
2520839.0339,MESON (A^-1),35999,True,30,NOISE,,
2521399.2360,MESON (A^-1),36007,True,30,NOISE,,
2521679.3370,MESON (A^-1),36011,True,30,NOISE,,
2521819.3875,MESON (A^-1),36013,True,30,NOISE,,
2521871.5203,BARYON (Pi^5),16127,True,50,RESONANCE,,
2522099.4885,MESON (A^-1),36017,True,30,NOISE,,
2523499.9935,MESON (A^-1),36037,True,30,NOISE,,
2523748.0292,BARYON (Pi^5),16139,True,50,RESONANCE,,
2524060.7807,BARYON (Pi^5),16141,True,50,RESONANCE,,
2525180.5995,MESON (A^-1),36061,True,30,NOISE,,
2525600.7510,MESON (A^-1),36067,True,30,NOISE,,
2526020.9026,MESON (A^-1),36073,True,30,NOISE,,
2526721.1551,MESON (A^-1),36083,True,30,NOISE,,
2527701.5086,MESON (A^-1),36097,True,30,NOISE,,
2528401.7611,MESON (A^-1),36107,True,30,NOISE,,
2528541.8116,MESON (A^-1),36109,True,30,NOISE,,
2530082.3672,MESON (A^-1),36131,True,30,NOISE,,
2530502.5187,MESON (A^-1),36137,True,30,NOISE,,
2530628.5617,BARYON (Pi^5),16183,True,50,RESONANCE,,
2531254.0646,BARYON (Pi^5),16187,True,50,RESONANCE,,
2531482.8722,MESON (A^-1),36151,True,30,NOISE,,
2531566.8161,BARYON (Pi^5),16189,True,50,RESONANCE,,
2532183.1247,MESON (A^-1),36161,True,30,NOISE,,
2532192.3190,BARYON (Pi^5),16193,True,50,RESONANCE,,
2532319.5473,BOSON (A^-2),84,False,50,RESONANCE,,
2534003.7812,MESON (A^-1),36187,True,30,NOISE,,
2534283.8823,MESON (A^-1),36191,True,30,NOISE,,
2535544.3368,MESON (A^-1),36209,True,30,NOISE,,
2535945.3367,BARYON (Pi^5),16217,True,50,RESONANCE,,
2536104.5388,MESON (A^-1),36217,True,30,NOISE,,
2536883.5912,BARYON (Pi^5),16223,True,50,RESONANCE,,
2536944.8418,MESON (A^-1),36229,True,30,NOISE,,
2537785.1448,MESON (A^-1),36241,True,30,NOISE,,
2537821.8456,BARYON (Pi^5),16229,True,50,RESONANCE,,
2538134.5971,BARYON (Pi^5),16231,True,50,RESONANCE,,
2538485.3974,MESON (A^-1),36251,True,30,NOISE,,
2539325.7004,MESON (A^-1),36263,True,30,NOISE,,
2539745.8519,MESON (A^-1),36269,True,30,NOISE,,
2540306.0539,MESON (A^-1),36277,True,30,NOISE,,
2540949.3603,BARYON (Pi^5),16249,True,50,RESONANCE,,
2541426.4579,MESON (A^-1),36293,True,30,NOISE,,
2541574.8633,BARYON (Pi^5),16253,True,50,RESONANCE,,
2541846.6094,MESON (A^-1),36299,True,30,NOISE,,
2542406.8114,MESON (A^-1),36307,True,30,NOISE,,
2542826.9630,MESON (A^-1),36313,True,30,NOISE,,
2543247.1145,MESON (A^-1),36319,True,30,NOISE,,
2543764.1236,BARYON (Pi^5),16267,True,50,RESONANCE,,
2544702.3780,BARYON (Pi^5),16273,True,50,RESONANCE,,
2544787.6700,MESON (A^-1),36341,True,30,NOISE,,
2544927.7205,MESON (A^-1),36343,True,30,NOISE,,
2545627.9730,MESON (A^-1),36353,True,30,NOISE,,
2547028.4781,MESON (A^-1),36373,True,30,NOISE,,
2547728.7306,MESON (A^-1),36383,True,30,NOISE,,
2548148.8821,MESON (A^-1),36389,True,30,NOISE,,
2549080.8987,BARYON (Pi^5),16301,True,50,RESONANCE,,
2551229.9932,MESON (A^-1),36433,True,30,NOISE,,
2551895.6620,BARYON (Pi^5),16319,True,50,RESONANCE,,
2552490.4477,MESON (A^-1),36451,True,30,NOISE,,
2552910.5992,MESON (A^-1),36457,True,30,NOISE,,
2553610.8517,MESON (A^-1),36467,True,30,NOISE,,
2553750.9022,MESON (A^-1),36469,True,30,NOISE,,
2554031.0032,MESON (A^-1),36473,True,30,NOISE,,
2554084.9223,BARYON (Pi^5),16333,True,50,RESONANCE,,
2554451.1547,MESON (A^-1),36479,True,30,NOISE,,
2555023.1767,BARYON (Pi^5),16339,True,50,RESONANCE,,
2555431.5082,MESON (A^-1),36493,True,30,NOISE,,
2555711.6093,MESON (A^-1),36497,True,30,NOISE,,
2556586.9341,BARYON (Pi^5),16349,True,50,RESONANCE,,
2557532.2658,MESON (A^-1),36523,True,30,NOISE,,
2557812.3668,MESON (A^-1),36527,True,30,NOISE,,
2557952.4173,MESON (A^-1),36529,True,30,NOISE,,
2558463.4429,BARYON (Pi^5),16361,True,50,RESONANCE,,
2558776.1944,BARYON (Pi^5),16363,True,50,RESONANCE,,
2558792.7203,MESON (A^-1),36541,True,30,NOISE,,
2559492.9728,MESON (A^-1),36551,True,30,NOISE,,
2559714.4488,BARYON (Pi^5),16369,True,50,RESONANCE,,
2560053.1749,MESON (A^-1),36559,True,30,NOISE,,
2560333.2759,MESON (A^-1),36563,True,30,NOISE,,
2560893.4779,MESON (A^-1),36571,True,30,NOISE,,
2561590.9577,BARYON (Pi^5),16381,True,50,RESONANCE,,
2561733.7809,MESON (A^-1),36583,True,30,NOISE,,
2562013.8819,MESON (A^-1),36587,True,30,NOISE,,
2562466.2086,BOSON (A^-2),85,False,50,RESONANCE,,
2562854.1849,MESON (A^-1),36599,True,30,NOISE,,
2563414.3869,MESON (A^-1),36607,True,30,NOISE,,
2564954.9425,MESON (A^-1),36629,True,30,NOISE,,
2565515.1445,MESON (A^-1),36637,True,30,NOISE,,
2565935.2960,MESON (A^-1),36643,True,30,NOISE,,
2566282.2298,BARYON (Pi^5),16411,True,50,RESONANCE,,
2566635.5485,MESON (A^-1),36653,True,30,NOISE,,
2567220.4843,BARYON (Pi^5),16417,True,50,RESONANCE,,
2567845.9872,BARYON (Pi^5),16421,True,50,RESONANCE,,
2567896.0030,MESON (A^-1),36671,True,30,NOISE,,
2568316.1546,MESON (A^-1),36677,True,30,NOISE,,
2568736.3061,MESON (A^-1),36683,True,30,NOISE,,
2568784.2416,BARYON (Pi^5),16427,True,50,RESONANCE,,
2569296.5081,MESON (A^-1),36691,True,30,NOISE,,
2569716.6596,MESON (A^-1),36697,True,30,NOISE,,
2569722.4961,BARYON (Pi^5),16433,True,50,RESONANCE,,
2570556.9626,MESON (A^-1),36709,True,30,NOISE,,
2570837.0636,MESON (A^-1),36713,True,30,NOISE,,
2571397.2656,MESON (A^-1),36721,True,30,NOISE,,
2571911.7564,BARYON (Pi^5),16447,True,50,RESONANCE,,
2572537.2593,BARYON (Pi^5),16451,True,50,RESONANCE,,
2572657.7202,MESON (A^-1),36739,True,30,NOISE,,
2572850.0108,BARYON (Pi^5),16453,True,50,RESONANCE,,
2573357.9727,MESON (A^-1),36749,True,30,NOISE,,
2574198.2757,MESON (A^-1),36761,True,30,NOISE,,
2574618.4272,MESON (A^-1),36767,True,30,NOISE,,
2575458.7302,MESON (A^-1),36779,True,30,NOISE,,
2575598.7807,MESON (A^-1),36781,True,30,NOISE,,
2576018.9322,MESON (A^-1),36787,True,30,NOISE,,
2576299.0332,MESON (A^-1),36791,True,30,NOISE,,
2576439.0837,MESON (A^-1),36793,True,30,NOISE,,
2576603.0285,BARYON (Pi^5),16477,True,50,RESONANCE,,
2577228.5315,BARYON (Pi^5),16481,True,50,RESONANCE,,
2577559.4878,MESON (A^-1),36809,True,30,NOISE,,
2578166.7859,BARYON (Pi^5),16487,True,50,RESONANCE,,
2578399.7908,MESON (A^-1),36821,True,30,NOISE,,
2579105.0403,BARYON (Pi^5),16493,True,50,RESONANCE,,
2579240.0938,MESON (A^-1),36833,True,30,NOISE,,
2580220.4473,MESON (A^-1),36847,True,30,NOISE,,
2580920.6998,MESON (A^-1),36857,True,30,NOISE,,
2581901.0534,MESON (A^-1),36871,True,30,NOISE,,
2582321.2049,MESON (A^-1),36877,True,30,NOISE,,
2583021.4574,MESON (A^-1),36887,True,30,NOISE,,
2583170.8095,BARYON (Pi^5),16519,True,50,RESONANCE,,
2583861.7604,MESON (A^-1),36899,True,30,NOISE,,
2584001.8109,MESON (A^-1),36901,True,30,NOISE,,
2584734.5669,BARYON (Pi^5),16529,True,50,RESONANCE,,
2584842.1139,MESON (A^-1),36913,True,30,NOISE,,
2585262.2654,MESON (A^-1),36919,True,30,NOISE,,
2585542.3665,MESON (A^-1),36923,True,30,NOISE,,
2585962.5180,MESON (A^-1),36929,True,30,NOISE,,
2586102.5685,MESON (A^-1),36931,True,30,NOISE,,
2586942.8715,MESON (A^-1),36943,True,30,NOISE,,
2587222.9725,MESON (A^-1),36947,True,30,NOISE,,
2587549.3301,BARYON (Pi^5),16547,True,50,RESONANCE,,
2588487.5846,BARYON (Pi^5),16553,True,50,RESONANCE,,
2589043.6290,MESON (A^-1),36973,True,30,NOISE,,
2589463.7805,MESON (A^-1),36979,True,30,NOISE,,
2589738.5905,BARYON (Pi^5),16561,True,50,RESONANCE,,
2590676.8449,BARYON (Pi^5),16567,True,50,RESONANCE,,
2590724.2351,MESON (A^-1),36997,True,30,NOISE,,
2591144.3866,MESON (A^-1),37003,True,30,NOISE,,
2591615.0993,BARYON (Pi^5),16573,True,50,RESONANCE,,
2591844.6391,MESON (A^-1),37013,True,30,NOISE,,
2592264.7906,MESON (A^-1),37019,True,30,NOISE,,
2592404.8411,MESON (A^-1),37021,True,30,NOISE,,
2592612.8699,BOSON (A^-2),86,False,50,RESONANCE,,
2593665.2956,MESON (A^-1),37039,True,30,NOISE,,
2594365.5482,MESON (A^-1),37049,True,30,NOISE,,
2594925.7502,MESON (A^-1),37057,True,30,NOISE,,
2595205.8512,MESON (A^-1),37061,True,30,NOISE,,
2596306.3714,BARYON (Pi^5),16603,True,50,RESONANCE,,
2596931.8744,BARYON (Pi^5),16607,True,50,RESONANCE,,
2597026.5077,MESON (A^-1),37087,True,30,NOISE,,
2597726.7602,MESON (A^-1),37097,True,30,NOISE,,
2598808.3833,BARYON (Pi^5),16619,True,50,RESONANCE,,
2599127.2653,MESON (A^-1),37117,True,30,NOISE,,
2599547.4168,MESON (A^-1),37123,True,30,NOISE,,
2600667.8208,MESON (A^-1),37139,True,30,NOISE,,
2600684.8921,BARYON (Pi^5),16631,True,50,RESONANCE,,
2600997.6436,BARYON (Pi^5),16633,True,50,RESONANCE,,
2602068.3258,MESON (A^-1),37159,True,30,NOISE,,
2602908.6289,MESON (A^-1),37171,True,30,NOISE,,
2603499.6554,BARYON (Pi^5),16649,True,50,RESONANCE,,
2603608.8814,MESON (A^-1),37181,True,30,NOISE,,
2603812.4069,BARYON (Pi^5),16651,True,50,RESONANCE,,
2604169.0834,MESON (A^-1),37189,True,30,NOISE,,
2604750.6613,BARYON (Pi^5),16657,True,50,RESONANCE,,
2604869.3359,MESON (A^-1),37199,True,30,NOISE,,
2605009.3864,MESON (A^-1),37201,True,30,NOISE,,
2605376.1642,BARYON (Pi^5),16661,True,50,RESONANCE,,
2606129.7904,MESON (A^-1),37217,True,30,NOISE,,
2606549.9419,MESON (A^-1),37223,True,30,NOISE,,
2607252.6731,BARYON (Pi^5),16673,True,50,RESONANCE,,
2607950.4470,MESON (A^-1),37243,True,30,NOISE,,
2608650.6995,MESON (A^-1),37253,True,30,NOISE,,
2610051.2045,MESON (A^-1),37273,True,30,NOISE,,
2610067.4364,BARYON (Pi^5),16691,True,50,RESONANCE,,
2610331.3055,MESON (A^-1),37277,True,30,NOISE,,
2610380.1878,BARYON (Pi^5),16693,True,50,RESONANCE,,
2611318.4423,BARYON (Pi^5),16699,True,50,RESONANCE,,
2611943.9452,BARYON (Pi^5),16703,True,50,RESONANCE,,
2612432.0631,MESON (A^-1),37307,True,30,NOISE,,
2612572.1136,MESON (A^-1),37309,True,30,NOISE,,
2612852.2146,MESON (A^-1),37313,True,30,NOISE,,
2613412.4166,MESON (A^-1),37321,True,30,NOISE,,
2614532.8206,MESON (A^-1),37337,True,30,NOISE,,
2614672.8711,MESON (A^-1),37339,True,30,NOISE,,
2615933.3257,MESON (A^-1),37357,True,30,NOISE,,
2616009.7144,BARYON (Pi^5),16729,True,50,RESONANCE,,
2616213.4267,MESON (A^-1),37361,True,30,NOISE,,
2616353.4772,MESON (A^-1),37363,True,30,NOISE,,
2616773.6287,MESON (A^-1),37369,True,30,NOISE,,
2617473.8812,MESON (A^-1),37379,True,30,NOISE,,
2617886.2232,BARYON (Pi^5),16741,True,50,RESONANCE,,
2618734.3357,MESON (A^-1),37397,True,30,NOISE,,
2618824.4777,BARYON (Pi^5),16747,True,50,RESONANCE,,
2619574.6388,MESON (A^-1),37409,True,30,NOISE,,
2620554.9923,MESON (A^-1),37423,True,30,NOISE,,
2620700.9865,BARYON (Pi^5),16759,True,50,RESONANCE,,
2621326.4895,BARYON (Pi^5),16763,True,50,RESONANCE,,
2621815.4468,MESON (A^-1),37441,True,30,NOISE,,
2622235.5983,MESON (A^-1),37447,True,30,NOISE,,
2622759.5312,BOSON (A^-2),87,False,50,RESONANCE,,
2623356.0023,MESON (A^-1),37463,True,30,NOISE,,
2624756.5074,MESON (A^-1),37483,True,30,NOISE,,
2625079.5072,BARYON (Pi^5),16787,True,50,RESONANCE,,
2625176.6589,MESON (A^-1),37489,True,30,NOISE,,
2625456.7599,MESON (A^-1),37493,True,30,NOISE,,
2626016.9619,MESON (A^-1),37501,True,30,NOISE,,
2626437.1134,MESON (A^-1),37507,True,30,NOISE,,
2626717.2144,MESON (A^-1),37511,True,30,NOISE,,
2627137.3659,MESON (A^-1),37517,True,30,NOISE,,
2627977.6690,MESON (A^-1),37529,True,30,NOISE,,
2628537.8710,MESON (A^-1),37537,True,30,NOISE,,
2628832.5249,BARYON (Pi^5),16811,True,50,RESONANCE,,
2629238.1235,MESON (A^-1),37547,True,30,NOISE,,
2629378.1740,MESON (A^-1),37549,True,30,NOISE,,
2630218.4770,MESON (A^-1),37561,True,30,NOISE,,
2630638.6285,MESON (A^-1),37567,True,30,NOISE,,
2630709.0337,BARYON (Pi^5),16823,True,50,RESONANCE,,
2630918.7295,MESON (A^-1),37571,True,30,NOISE,,
2631058.7800,MESON (A^-1),37573,True,30,NOISE,,
2631478.9315,MESON (A^-1),37579,True,30,NOISE,,
2631647.2881,BARYON (Pi^5),16829,True,50,RESONANCE,,
2631960.0396,BARYON (Pi^5),16831,True,50,RESONANCE,,
2632179.1841,MESON (A^-1),37589,True,30,NOISE,,
2632319.2346,MESON (A^-1),37591,True,30,NOISE,,
2633439.6386,MESON (A^-1),37607,True,30,NOISE,,
2633836.5485,BARYON (Pi^5),16843,True,50,RESONANCE,,
2634279.9416,MESON (A^-1),37619,True,30,NOISE,,
2635260.2951,MESON (A^-1),37633,True,30,NOISE,,
2635960.5476,MESON (A^-1),37643,True,30,NOISE,,
2636380.6991,MESON (A^-1),37649,True,30,NOISE,,
2636940.9012,MESON (A^-1),37657,True,30,NOISE,,
2637361.0527,MESON (A^-1),37663,True,30,NOISE,,
2638215.0691,BARYON (Pi^5),16871,True,50,RESONANCE,,
2639321.7597,MESON (A^-1),37691,True,30,NOISE,,
2639461.8102,MESON (A^-1),37693,True,30,NOISE,,
2639466.0750,BARYON (Pi^5),16879,True,50,RESONANCE,,
2639881.9617,MESON (A^-1),37699,True,30,NOISE,,
2640091.5780,BARYON (Pi^5),16883,True,50,RESONANCE,,
2641029.8324,BARYON (Pi^5),16889,True,50,RESONANCE,,
2641142.4163,MESON (A^-1),37717,True,30,NOISE,,
2642906.3413,BARYON (Pi^5),16901,True,50,RESONANCE,,
2643219.0927,BARYON (Pi^5),16903,True,50,RESONANCE,,
2643243.1738,MESON (A^-1),37747,True,30,NOISE,,
2645624.0324,MESON (A^-1),37781,True,30,NOISE,,
2645764.0829,MESON (A^-1),37783,True,30,NOISE,,
2646033.8560,BARYON (Pi^5),16921,True,50,RESONANCE,,
2646884.4869,MESON (A^-1),37799,True,30,NOISE,,
2646972.1104,BARYON (Pi^5),16927,True,50,RESONANCE,,
2647597.6134,BARYON (Pi^5),16931,True,50,RESONANCE,,
2647724.7899,MESON (A^-1),37811,True,30,NOISE,,
2647864.8404,MESON (A^-1),37813,True,30,NOISE,,
2648535.8678,BARYON (Pi^5),16937,True,50,RESONANCE,,
2649125.2949,MESON (A^-1),37831,True,30,NOISE,,
2649474.1222,BARYON (Pi^5),16943,True,50,RESONANCE,,
2650245.6990,MESON (A^-1),37847,True,30,NOISE,,
2650665.8505,MESON (A^-1),37853,True,30,NOISE,,
2651226.0525,MESON (A^-1),37861,True,30,NOISE,,
2651926.3050,MESON (A^-1),37871,True,30,NOISE,,
2652486.5070,MESON (A^-1),37879,True,30,NOISE,,
2652601.6370,BARYON (Pi^5),16963,True,50,RESONANCE,,
2652906.1924,BOSON (A^-2),88,False,50,RESONANCE,,
2653186.7595,MESON (A^-1),37889,True,30,NOISE,,
2653746.9616,MESON (A^-1),37897,True,30,NOISE,,
2654447.2141,MESON (A^-1),37907,True,30,NOISE,,
2655103.6488,BARYON (Pi^5),16979,True,50,RESONANCE,,
2655416.4003,BARYON (Pi^5),16981,True,50,RESONANCE,,
2656354.6547,BARYON (Pi^5),16987,True,50,RESONANCE,,
2657292.9091,BARYON (Pi^5),16993,True,50,RESONANCE,,
2657528.3251,MESON (A^-1),37951,True,30,NOISE,,
2657948.4767,MESON (A^-1),37957,True,30,NOISE,,
2658368.6282,MESON (A^-1),37963,True,30,NOISE,,
2658648.7292,MESON (A^-1),37967,True,30,NOISE,,
2660049.2342,MESON (A^-1),37987,True,30,NOISE,,
2660107.6724,BARYON (Pi^5),17011,True,50,RESONANCE,,
2660329.3352,MESON (A^-1),37991,True,30,NOISE,,
2660469.3857,MESON (A^-1),37993,True,30,NOISE,,
2660749.4867,MESON (A^-1),37997,True,30,NOISE,,
2661671.4298,BARYON (Pi^5),17021,True,50,RESONANCE,,
2661729.8402,MESON (A^-1),38011,True,30,NOISE,,
2662609.6842,BARYON (Pi^5),17027,True,50,RESONANCE,,
2662922.4357,BARYON (Pi^5),17029,True,50,RESONANCE,,
2663547.9386,BARYON (Pi^5),17033,True,50,RESONANCE,,
2663690.5473,MESON (A^-1),38039,True,30,NOISE,,
2664250.7493,MESON (A^-1),38047,True,30,NOISE,,
2664670.9008,MESON (A^-1),38053,True,30,NOISE,,
2664798.9445,BARYON (Pi^5),17041,True,50,RESONANCE,,
2665737.1989,BARYON (Pi^5),17047,True,50,RESONANCE,,
2665791.3048,MESON (A^-1),38069,True,30,NOISE,,
2666675.4534,BARYON (Pi^5),17053,True,50,RESONANCE,,
2666771.6584,MESON (A^-1),38083,True,30,NOISE,,
2668872.4159,MESON (A^-1),38113,True,30,NOISE,,
2669292.5674,MESON (A^-1),38119,True,30,NOISE,,
2670428.4711,BARYON (Pi^5),17077,True,50,RESONANCE,,
2671393.3250,MESON (A^-1),38149,True,30,NOISE,,
2671673.4260,MESON (A^-1),38153,True,30,NOISE,,
2672653.7795,MESON (A^-1),38167,True,30,NOISE,,
2672930.4829,BARYON (Pi^5),17093,True,50,RESONANCE,,
2673354.0320,MESON (A^-1),38177,True,30,NOISE,,
2673774.1835,MESON (A^-1),38183,True,30,NOISE,,
2673868.7373,BARYON (Pi^5),17099,True,50,RESONANCE,,
2674194.3350,MESON (A^-1),38189,True,30,NOISE,,
2674754.5371,MESON (A^-1),38197,True,30,NOISE,,
2675034.6381,MESON (A^-1),38201,True,30,NOISE,,
2675119.7432,BARYON (Pi^5),17107,True,50,RESONANCE,,
2676295.0926,MESON (A^-1),38219,True,30,NOISE,,
2676683.5006,BARYON (Pi^5),17117,True,50,RESONANCE,,
2677135.3956,MESON (A^-1),38231,True,30,NOISE,,
2677555.5471,MESON (A^-1),38237,True,30,NOISE,,
2677621.7550,BARYON (Pi^5),17123,True,50,RESONANCE,,
2677695.5976,MESON (A^-1),38239,True,30,NOISE,,
2679236.1532,MESON (A^-1),38261,True,30,NOISE,,
2679811.0153,BARYON (Pi^5),17137,True,50,RESONANCE,,
2680076.4562,MESON (A^-1),38273,True,30,NOISE,,
2680636.6582,MESON (A^-1),38281,True,30,NOISE,,
2681056.8097,MESON (A^-1),38287,True,30,NOISE,,
2681897.1127,MESON (A^-1),38299,True,30,NOISE,,
2682177.2137,MESON (A^-1),38303,True,30,NOISE,,
2683052.8537,BOSON (A^-2),89,True,80,PREDICTION,,
2683157.5672,MESON (A^-1),38317,True,30,NOISE,,
2683251.2816,BARYON (Pi^5),17159,True,50,RESONANCE,,
2683437.6683,MESON (A^-1),38321,True,30,NOISE,,
2683857.8198,MESON (A^-1),38327,True,30,NOISE,,
2683997.8703,MESON (A^-1),38329,True,30,NOISE,,
2684277.9713,MESON (A^-1),38333,True,30,NOISE,,
2684502.2875,BARYON (Pi^5),17167,True,50,RESONANCE,,
2685538.4258,MESON (A^-1),38351,True,30,NOISE,,
2686938.9308,MESON (A^-1),38371,True,30,NOISE,,
2687004.2993,BARYON (Pi^5),17183,True,50,RESONANCE,,
2687359.0823,MESON (A^-1),38377,True,30,NOISE,,
2687942.5537,BARYON (Pi^5),17189,True,50,RESONANCE,,
2688255.3052,BARYON (Pi^5),17191,True,50,RESONANCE,,
2688479.4864,MESON (A^-1),38393,True,30,NOISE,,
2690131.8140,BARYON (Pi^5),17203,True,50,RESONANCE,,
2690757.3170,BARYON (Pi^5),17207,True,50,RESONANCE,,
2691070.0684,BARYON (Pi^5),17209,True,50,RESONANCE,,
2691140.4459,MESON (A^-1),38431,True,30,NOISE,,
2692260.8500,MESON (A^-1),38447,True,30,NOISE,,
2692400.9005,MESON (A^-1),38449,True,30,NOISE,,
2692681.0015,MESON (A^-1),38453,True,30,NOISE,,
2693101.1530,MESON (A^-1),38459,True,30,NOISE,,
2693241.2035,MESON (A^-1),38461,True,30,NOISE,,
2694510.3347,BARYON (Pi^5),17231,True,50,RESONANCE,,
2695761.3406,BARYON (Pi^5),17239,True,50,RESONANCE,,
2696042.2136,MESON (A^-1),38501,True,30,NOISE,,
2698576.1038,BARYON (Pi^5),17257,True,50,RESONANCE,,
2698983.2741,MESON (A^-1),38543,True,30,NOISE,,
2699963.6276,MESON (A^-1),38557,True,30,NOISE,,
2700243.7286,MESON (A^-1),38561,True,30,NOISE,,
2700663.8802,MESON (A^-1),38567,True,30,NOISE,,
2700803.9307,MESON (A^-1),38569,True,30,NOISE,,
2702484.5367,MESON (A^-1),38593,True,30,NOISE,,
2703184.7892,MESON (A^-1),38603,True,30,NOISE,,
2703604.9407,MESON (A^-1),38609,True,30,NOISE,,
2703744.9912,MESON (A^-1),38611,True,30,NOISE,,
2703892.8789,BARYON (Pi^5),17291,True,50,RESONANCE,,
2704205.6304,BARYON (Pi^5),17293,True,50,RESONANCE,,
2705005.4458,MESON (A^-1),38629,True,30,NOISE,,
2705143.8848,BARYON (Pi^5),17299,True,50,RESONANCE,,
2705705.6983,MESON (A^-1),38639,True,30,NOISE,,
2706546.0013,MESON (A^-1),38651,True,30,NOISE,,
2706686.0518,MESON (A^-1),38653,True,30,NOISE,,
2707806.4558,MESON (A^-1),38669,True,30,NOISE,,
2707946.5063,MESON (A^-1),38671,True,30,NOISE,,
2707958.6481,BARYON (Pi^5),17317,True,50,RESONANCE,,
2708366.6578,MESON (A^-1),38677,True,30,NOISE,,
2708584.1510,BARYON (Pi^5),17321,True,50,RESONANCE,,
2709487.0619,MESON (A^-1),38693,True,30,NOISE,,
2709522.4055,BARYON (Pi^5),17327,True,50,RESONANCE,,
2709907.2134,MESON (A^-1),38699,True,30,NOISE,,
2710460.6599,BARYON (Pi^5),17333,True,50,RESONANCE,,
2710467.4154,MESON (A^-1),38707,True,30,NOISE,,
2710747.5164,MESON (A^-1),38711,True,30,NOISE,,
2710887.5669,MESON (A^-1),38713,True,30,NOISE,,
2711587.8194,MESON (A^-1),38723,True,30,NOISE,,
2711711.6658,BARYON (Pi^5),17341,True,50,RESONANCE,,
2712007.9709,MESON (A^-1),38729,True,30,NOISE,,
2712568.1729,MESON (A^-1),38737,True,30,NOISE,,
2713199.5150,BOSON (A^-2),90,False,50,RESONANCE,,
2713268.4255,MESON (A^-1),38747,True,30,NOISE,,
2713275.4232,BARYON (Pi^5),17351,True,50,RESONANCE,,
2713408.4760,MESON (A^-1),38749,True,30,NOISE,,
2714526.4291,BARYON (Pi^5),17359,True,50,RESONANCE,,
2714668.9305,MESON (A^-1),38767,True,30,NOISE,,
2715789.3345,MESON (A^-1),38783,True,30,NOISE,,
2716349.5365,MESON (A^-1),38791,True,30,NOISE,,
2717189.8395,MESON (A^-1),38803,True,30,NOISE,,
2717341.1924,BARYON (Pi^5),17377,True,50,RESONANCE,,
2718279.4468,BARYON (Pi^5),17383,True,50,RESONANCE,,
2718450.2941,MESON (A^-1),38821,True,30,NOISE,,
2718904.9497,BARYON (Pi^5),17387,True,50,RESONANCE,,
2719217.7012,BARYON (Pi^5),17389,True,50,RESONANCE,,
2719290.5971,MESON (A^-1),38833,True,30,NOISE,,
