Theory_MeV,Scale_Type,k_Node,Is_Prime,Stability_Score,Status,Match_Name,Error_Percent
2186.4426,LEPTON (N),21,False,30,NOISE,,
2189.2603,BARYON (Pi^5),14,False,60,RESONANCE,,
2240.8081,MESON (A^-1),32,False,40,CONFIRMED,Lambda_c,2.0373
2290.5589,LEPTON (N),22,False,30,CONFIRMED,Lambda_c,0.1789
2310.8333,MESON (A^-1),33,False,40,CONFIRMED,Lambda_c,1.0547
2345.6361,BARYON (Pi^5),15,False,60,RESONANCE,,
2380.8586,MESON (A^-1),34,False,40,NOISE,,
2394.6752,LEPTON (N),23,True,60,RESONANCE,,
2450.8838,MESON (A^-1),35,False,40,NOISE,,
2498.7916,LEPTON (N),24,False,30,NOISE,,
2502.0118,BARYON (Pi^5),16,False,60,RESONANCE,,
2520.9091,MESON (A^-1),36,False,40,NOISE,,
2590.9343,MESON (A^-1),37,True,70,CONFIRMED,Xi_c(2645),2.0867
2602.9079,LEPTON (N),25,False,30,CONFIRMED,Xi_c(2645),1.6171
2658.3875,BARYON (Pi^5),17,True,90,CONFIRMED,Xi_c(2645),0.5036
2660.9596,MESON (A^-1),38,False,40,CONFIRMED,Xi_c(2645),0.5998
2707.0242,LEPTON (N),26,False,30,CONFIRMED,Xi_c(2645),2.2912
2730.9848,MESON (A^-1),39,False,40,NOISE,,
2801.0101,MESON (A^-1),40,False,40,NOISE,,
2811.1405,LEPTON (N),27,False,30,NOISE,,
2814.7633,BARYON (Pi^5),18,False,60,RESONANCE,,
2871.0353,MESON (A^-1),41,True,70,PREDICTION,,
2915.2568,LEPTON (N),28,False,30,CONFIRMED,Eta_c,2.3237
2941.0606,MESON (A^-1),42,False,40,CONFIRMED,Eta_c,1.4260
2971.1390,BARYON (Pi^5),19,True,90,CONFIRMED,Eta_c,0.3992
3011.0858,MESON (A^-1),43,True,70,CONFIRMED,Eta_c,0.9327
3019.3731,LEPTON (N),29,True,60,CONFIRMED,Eta_c,1.2047
3081.1111,MESON (A^-1),44,False,40,CONFIRMED,J/Psi,0.5124
3123.4895,LEPTON (N),30,False,30,CONFIRMED,J/Psi,0.8513
3127.5148,BARYON (Pi^5),20,False,60,CONFIRMED,J/Psi,0.9789
3151.1363,MESON (A^-1),45,False,40,CONFIRMED,J/Psi,1.7212
3221.1616,MESON (A^-1),46,False,40,NOISE,,
3227.6058,LEPTON (N),31,True,60,RESONANCE,,
3283.8905,BARYON (Pi^5),21,False,60,RESONANCE,,
3291.1868,MESON (A^-1),47,True,70,PREDICTION,,
3331.7221,LEPTON (N),32,False,30,NOISE,,
3361.2121,MESON (A^-1),48,False,40,NOISE,,
3431.2373,MESON (A^-1),49,False,40,NOISE,,
3435.8384,LEPTON (N),33,False,30,NOISE,,
3440.2662,BARYON (Pi^5),22,False,60,RESONANCE,,
3501.2626,MESON (A^-1),50,False,40,NOISE,,
3539.9547,LEPTON (N),34,False,30,NOISE,,
3571.2878,MESON (A^-1),51,False,40,NOISE,,
3596.6420,BARYON (Pi^5),23,True,90,CONFIRMED,Psi(2S),2.4845
3641.3131,MESON (A^-1),52,False,40,CONFIRMED,Psi(2S),1.2272
3644.0710,LEPTON (N),35,False,30,CONFIRMED,Psi(2S),1.1506
3711.3383,MESON (A^-1),53,True,70,CONFIRMED,Psi(2S),0.6827
3748.1873,LEPTON (N),36,False,30,CONFIRMED,Psi(2S),1.6591
3753.0177,BARYON (Pi^5),24,False,60,CONFIRMED,Psi(2S),1.7857
3781.3636,MESON (A^-1),54,False,40,NOISE,,
3851.3888,MESON (A^-1),55,False,40,NOISE,,
3852.3037,LEPTON (N),37,True,60,RESONANCE,,
3909.3934,BARYON (Pi^5),25,False,60,RESONANCE,,
3921.4141,MESON (A^-1),56,False,40,NOISE,,
3956.4200,LEPTON (N),38,False,30,NOISE,,
3991.4393,MESON (A^-1),57,False,40,NOISE,,
4060.5363,LEPTON (N),39,False,30,NOISE,,
4061.4646,MESON (A^-1),58,False,40,NOISE,,
4065.7692,BARYON (Pi^5),26,False,60,RESONANCE,,
4131.4898,MESON (A^-1),59,True,70,PREDICTION,,
4164.6526,LEPTON (N),40,False,30,NOISE,,
4201.5151,MESON (A^-1),60,False,40,NOISE,,
4222.1449,BARYON (Pi^5),27,False,60,RESONANCE,,
4268.7689,LEPTON (N),41,True,60,RESONANCE,,
4271.5404,MESON (A^-1),61,True,70,PREDICTION,,
4341.5656,MESON (A^-1),62,False,40,CONFIRMED,Z(4430) Tetraquark,2.0369
4372.8852,LEPTON (N),42,False,30,CONFIRMED,Z(4430) Tetraquark,1.3061
4378.5207,BARYON (Pi^5),28,False,60,CONFIRMED,Z(4430) Tetraquark,1.1757
4411.5909,MESON (A^-1),63,False,40,CONFIRMED,Z(4430) Tetraquark,0.4173
4477.0015,LEPTON (N),43,True,60,CONFIRMED,Z(4430) Tetraquark,1.0498
4481.6161,MESON (A^-1),64,False,40,CONFIRMED,Z(4430) Tetraquark,1.1517
4534.8964,BARYON (Pi^5),29,True,90,CONFIRMED,Z(4430) Tetraquark,2.3131
4551.6414,MESON (A^-1),65,False,40,NOISE,,
4581.1179,LEPTON (N),44,False,30,NOISE,,
4621.6666,MESON (A^-1),66,False,40,NOISE,,
4685.2342,LEPTON (N),45,False,30,NOISE,,
4691.2721,BARYON (Pi^5),30,False,60,RESONANCE,,
4691.6919,MESON (A^-1),67,True,70,PREDICTION,,
4761.7171,MESON (A^-1),68,False,40,NOISE,,
4789.3505,LEPTON (N),46,False,30,NOISE,,
4831.7424,MESON (A^-1),69,False,40,NOISE,,
4847.6479,BARYON (Pi^5),31,True,90,PREDICTION,,
4893.4668,LEPTON (N),47,True,60,RESONANCE,,
4901.7676,MESON (A^-1),70,False,40,NOISE,,
4971.7929,MESON (A^-1),71,True,70,PREDICTION,,
4997.5831,LEPTON (N),48,False,30,NOISE,,
5004.0236,BARYON (Pi^5),32,False,60,RESONANCE,,
5041.8181,MESON (A^-1),72,False,40,NOISE,,
5101.6994,LEPTON (N),49,False,30,NOISE,,
5111.8434,MESON (A^-1),73,True,70,PREDICTION,,
5160.3993,BARYON (Pi^5),33,False,60,CONFIRMED,B+,2.3041
5181.8686,MESON (A^-1),74,False,40,CONFIRMED,B+,1.8802
5205.8158,LEPTON (N),50,False,30,CONFIRMED,B+,1.4116
5251.8939,MESON (A^-1),75,False,40,CONFIRMED,B+,0.5218
5309.9321,LEPTON (N),51,False,30,CONFIRMED,B+,0.5769
5316.7751,BARYON (Pi^5),34,False,60,CONFIRMED,B+,0.7048
5321.9191,MESON (A^-1),76,False,40,CONFIRMED,B+,0.8008
5391.9444,MESON (A^-1),77,False,40,CONFIRMED,B+,2.0891
5414.0484,LEPTON (N),52,False,30,CONFIRMED,B+,2.4889
5461.9696,MESON (A^-1),78,False,40,NOISE,,
5473.1508,BARYON (Pi^5),35,False,60,RESONANCE,,
5518.1647,LEPTON (N),53,True,60,RESONANCE,,
5531.9949,MESON (A^-1),79,True,70,PREDICTION,,
5602.0201,MESON (A^-1),80,False,40,NOISE,,
5622.2810,LEPTON (N),54,False,30,NOISE,,
5629.5266,BARYON (Pi^5),36,False,60,RESONANCE,,
5672.0454,MESON (A^-1),81,False,40,NOISE,,
5726.3973,LEPTON (N),55,False,30,NOISE,,
5742.0706,MESON (A^-1),82,False,40,NOISE,,
5785.9023,BARYON (Pi^5),37,True,90,PREDICTION,,
5812.0959,MESON (A^-1),83,True,70,PREDICTION,,
5830.5136,LEPTON (N),56,False,30,NOISE,,
5882.1211,MESON (A^-1),84,False,40,NOISE,,
5934.6300,LEPTON (N),57,False,30,NOISE,,
5942.2780,BARYON (Pi^5),38,False,60,RESONANCE,,
5952.1464,MESON (A^-1),85,False,40,NOISE,,
6022.1716,MESON (A^-1),86,False,40,NOISE,,
6038.7463,LEPTON (N),58,False,30,NOISE,,
6092.1969,MESON (A^-1),87,False,40,NOISE,,
6098.6538,BARYON (Pi^5),39,False,60,RESONANCE,,
6142.8626,LEPTON (N),59,True,60,RESONANCE,,
6162.2221,MESON (A^-1),88,False,40,NOISE,,
6232.2474,MESON (A^-1),89,True,70,PREDICTION,,
6246.9789,LEPTON (N),60,False,30,NOISE,,
6255.0295,BARYON (Pi^5),40,False,60,RESONANCE,,
6302.2726,MESON (A^-1),90,False,40,NOISE,,
6351.0952,LEPTON (N),61,True,60,RESONANCE,,
6372.2979,MESON (A^-1),91,False,40,NOISE,,
6411.4052,BARYON (Pi^5),41,True,90,PREDICTION,,
6442.3232,MESON (A^-1),92,False,40,NOISE,,
6455.2115,LEPTON (N),62,False,30,NOISE,,
6512.3484,MESON (A^-1),93,False,40,NOISE,,
6559.3278,LEPTON (N),63,False,30,NOISE,,
6567.7810,BARYON (Pi^5),42,False,60,RESONANCE,,
6582.3737,MESON (A^-1),94,False,40,NOISE,,
6652.3989,MESON (A^-1),95,False,40,NOISE,,
6663.4442,LEPTON (N),64,False,30,NOISE,,
6722.4242,MESON (A^-1),96,False,40,NOISE,,
6724.1567,BARYON (Pi^5),43,True,90,PREDICTION,,
6767.5605,LEPTON (N),65,False,30,NOISE,,
6792.4494,MESON (A^-1),97,True,70,PREDICTION,,
6862.4747,MESON (A^-1),98,False,40,NOISE,,
6871.6768,LEPTON (N),66,False,30,NOISE,,
6880.5325,BARYON (Pi^5),44,False,60,RESONANCE,,
6932.4999,MESON (A^-1),99,False,40,NOISE,,
6975.7931,LEPTON (N),67,True,60,RESONANCE,,
7002.5252,MESON (A^-1),100,False,40,NOISE,,
7036.9082,BARYON (Pi^5),45,False,60,RESONANCE,,
7072.5504,MESON (A^-1),101,True,30,NOISE,,
7079.9094,LEPTON (N),68,False,30,NOISE,,
7184.0257,LEPTON (N),69,False,30,NOISE,,
7193.2839,BARYON (Pi^5),46,False,60,RESONANCE,,
7212.6009,MESON (A^-1),103,True,30,NOISE,,
7288.1421,LEPTON (N),70,False,30,NOISE,,
7349.6597,BARYON (Pi^5),47,True,90,PREDICTION,,
7392.2584,LEPTON (N),71,True,60,RESONANCE,,
7492.7019,MESON (A^-1),107,True,30,NOISE,,
7496.3747,LEPTON (N),72,False,30,NOISE,,
7506.0354,BARYON (Pi^5),48,False,60,RESONANCE,,
7600.4910,LEPTON (N),73,True,60,RESONANCE,,
7632.7524,MESON (A^-1),109,True,30,NOISE,,
7662.4111,BARYON (Pi^5),49,False,60,RESONANCE,,
7704.6073,LEPTON (N),74,False,30,NOISE,,
7808.7236,LEPTON (N),75,False,30,NOISE,,
7818.7869,BARYON (Pi^5),50,False,60,RESONANCE,,
7912.8399,LEPTON (N),76,False,30,NOISE,,
7912.8534,MESON (A^-1),113,True,30,NOISE,,
7975.1626,BARYON (Pi^5),51,False,60,RESONANCE,,
8016.9563,LEPTON (N),77,False,30,NOISE,,
8121.0726,LEPTON (N),78,False,30,NOISE,,
8131.5384,BARYON (Pi^5),52,False,60,RESONANCE,,
8225.1889,LEPTON (N),79,True,60,RESONANCE,,
8287.9141,BARYON (Pi^5),53,True,90,PREDICTION,,
8329.3052,LEPTON (N),80,False,30,NOISE,,
8433.4215,LEPTON (N),81,False,30,NOISE,,
8444.2898,BARYON (Pi^5),54,False,60,RESONANCE,,
8537.5378,LEPTON (N),82,False,30,NOISE,,
8600.6656,BARYON (Pi^5),55,False,60,RESONANCE,,
8641.6541,LEPTON (N),83,True,60,RESONANCE,,
8745.7705,LEPTON (N),84,False,30,NOISE,,
8757.0413,BARYON (Pi^5),56,False,60,RESONANCE,,
8849.8868,LEPTON (N),85,False,30,NOISE,,
8893.2070,MESON (A^-1),127,True,30,NOISE,,
8913.4170,BARYON (Pi^5),57,False,60,RESONANCE,,
8954.0031,LEPTON (N),86,False,30,NOISE,,
9058.1194,LEPTON (N),87,False,30,NOISE,,
9069.7928,BARYON (Pi^5),58,False,60,RESONANCE,,
9162.2357,LEPTON (N),88,False,30,NOISE,,
9173.3080,MESON (A^-1),131,True,30,NOISE,,
9226.1685,BARYON (Pi^5),59,True,90,PREDICTION,,
9266.3520,LEPTON (N),89,True,60,CONFIRMED,Upsilon(1S),2.0930
9370.4684,LEPTON (N),90,False,30,CONFIRMED,Upsilon(1S),0.9587
9382.5443,BARYON (Pi^5),60,False,60,CONFIRMED,Upsilon(1S),0.8287
9474.5847,LEPTON (N),91,False,30,CONFIRMED,Upsilon(1S),0.1508
9538.9200,BARYON (Pi^5),61,True,90,CONFIRMED,Upsilon(1S),0.8242
9578.7010,LEPTON (N),92,False,30,CONFIRMED,Upsilon(1S),1.2361
9593.4595,MESON (A^-1),137,True,30,CONFIRMED,Upsilon(1S),1.3880
9682.8173,LEPTON (N),93,False,30,CONFIRMED,Upsilon(1S),2.2981
9695.2957,BARYON (Pi^5),62,False,60,CONFIRMED,Upsilon(1S),2.4238
9733.5100,MESON (A^-1),139,True,30,NOISE,,
9786.9336,LEPTON (N),94,False,30,CONFIRMED,Upsilon(2S),2.4121
9851.6715,BARYON (Pi^5),63,False,60,CONFIRMED,Upsilon(2S),1.7391
9891.0499,LEPTON (N),95,False,30,CONFIRMED,Upsilon(2S),1.3340
9995.1662,LEPTON (N),96,False,30,CONFIRMED,Upsilon(2S),0.2785
10008.0472,BARYON (Pi^5),64,False,60,CONFIRMED,Upsilon(2S),0.1494
10099.2826,LEPTON (N),97,True,60,CONFIRMED,Upsilon(2S),0.7553
10164.4229,BARYON (Pi^5),65,False,60,CONFIRMED,Upsilon(2S),1.3914
10203.3989,LEPTON (N),98,False,30,CONFIRMED,Upsilon(2S),1.7680
10307.5152,LEPTON (N),99,False,30,NOISE,,
10320.7987,BARYON (Pi^5),66,False,60,RESONANCE,,
10411.6315,LEPTON (N),100,False,30,NOISE,,
10433.7625,MESON (A^-1),149,True,30,NOISE,,
10477.1744,BARYON (Pi^5),67,True,90,PREDICTION,,
10573.8130,MESON (A^-1),151,True,30,NOISE,,
10633.5502,BARYON (Pi^5),68,False,60,RESONANCE,,
10789.9259,BARYON (Pi^5),69,False,60,RESONANCE,,
10946.3016,BARYON (Pi^5),70,False,60,RESONANCE,,
10993.9645,MESON (A^-1),157,True,30,NOISE,,
11102.6774,BARYON (Pi^5),71,True,90,PREDICTION,,
11259.0531,BARYON (Pi^5),72,False,60,RESONANCE,,
11414.1160,MESON (A^-1),163,True,30,NOISE,,
11415.4288,BARYON (Pi^5),73,True,90,PREDICTION,,
11571.8046,BARYON (Pi^5),74,False,60,RESONANCE,,
11694.2170,MESON (A^-1),167,True,30,NOISE,,
11728.1803,BARYON (Pi^5),75,False,60,RESONANCE,,
11884.5561,BARYON (Pi^5),76,False,60,RESONANCE,,
12040.9318,BARYON (Pi^5),77,False,60,RESONANCE,,
12114.3685,MESON (A^-1),173,True,30,NOISE,,
12197.3075,BARYON (Pi^5),78,False,60,RESONANCE,,
12353.6833,BARYON (Pi^5),79,True,90,PREDICTION,,
12510.0590,BARYON (Pi^5),80,False,60,RESONANCE,,
12534.5200,MESON (A^-1),179,True,30,NOISE,,
12666.4347,BARYON (Pi^5),81,False,60,RESONANCE,,
12674.5705,MESON (A^-1),181,True,30,NOISE,,
12822.8105,BARYON (Pi^5),82,False,60,RESONANCE,,
12979.1862,BARYON (Pi^5),83,True,90,PREDICTION,,
13135.5620,BARYON (Pi^5),84,False,60,RESONANCE,,
13291.9377,BARYON (Pi^5),85,False,60,RESONANCE,,
13374.8231,MESON (A^-1),191,True,30,NOISE,,
13448.3134,BARYON (Pi^5),86,False,60,RESONANCE,,
13514.8736,MESON (A^-1),193,True,30,NOISE,,
13604.6892,BARYON (Pi^5),87,False,60,RESONANCE,,
13761.0649,BARYON (Pi^5),88,False,60,RESONANCE,,
13794.9746,MESON (A^-1),197,True,30,NOISE,,
13917.4406,BARYON (Pi^5),89,True,90,PREDICTION,,
13935.0251,MESON (A^-1),199,True,30,NOISE,,
14073.8164,BARYON (Pi^5),90,False,60,RESONANCE,,
14230.1921,BARYON (Pi^5),91,False,60,RESONANCE,,
14386.5679,BARYON (Pi^5),92,False,60,RESONANCE,,
14542.9436,BARYON (Pi^5),93,False,60,RESONANCE,,
14699.3193,BARYON (Pi^5),94,False,60,RESONANCE,,
14775.3281,MESON (A^-1),211,True,30,NOISE,,
14855.6951,BARYON (Pi^5),95,False,60,RESONANCE,,
15012.0708,BARYON (Pi^5),96,False,60,RESONANCE,,
15168.4465,BARYON (Pi^5),97,True,90,PREDICTION,,
15324.8223,BARYON (Pi^5),98,False,60,RESONANCE,,
15481.1980,BARYON (Pi^5),99,False,60,RESONANCE,,
15615.6311,MESON (A^-1),223,True,30,NOISE,,
15637.5738,BARYON (Pi^5),100,False,60,RESONANCE,,
15793.9495,BARYON (Pi^5),101,True,50,RESONANCE,,
15895.7321,MESON (A^-1),227,True,30,NOISE,,
16035.7826,MESON (A^-1),229,True,30,NOISE,,
16106.7010,BARYON (Pi^5),103,True,50,RESONANCE,,
16315.8836,MESON (A^-1),233,True,30,NOISE,,
16732.2039,BARYON (Pi^5),107,True,50,RESONANCE,,
16736.0351,MESON (A^-1),239,True,30,NOISE,,
16876.0856,MESON (A^-1),241,True,30,NOISE,,
17044.9554,BARYON (Pi^5),109,True,50,RESONANCE,,
17576.3382,MESON (A^-1),251,True,30,NOISE,,
17670.4583,BARYON (Pi^5),113,True,50,RESONANCE,,
17996.4897,MESON (A^-1),257,True,30,NOISE,,
18416.6412,MESON (A^-1),263,True,30,NOISE,,
18836.7927,MESON (A^-1),269,True,30,NOISE,,
18976.8432,MESON (A^-1),271,True,30,NOISE,,
19396.9947,MESON (A^-1),277,True,30,NOISE,,
19677.0957,MESON (A^-1),281,True,30,NOISE,,
19817.1462,MESON (A^-1),283,True,30,NOISE,,
19859.7187,BARYON (Pi^5),127,True,50,RESONANCE,,
20485.2216,BARYON (Pi^5),131,True,50,RESONANCE,,
20517.3987,MESON (A^-1),293,True,30,NOISE,,
21423.4761,BARYON (Pi^5),137,True,50,RESONANCE,,
21497.7523,MESON (A^-1),307,True,30,NOISE,,
21736.2275,BARYON (Pi^5),139,True,50,RESONANCE,,
21777.8533,MESON (A^-1),311,True,30,NOISE,,
21917.9038,MESON (A^-1),313,True,30,NOISE,,
22198.0048,MESON (A^-1),317,True,30,NOISE,,
23178.3583,MESON (A^-1),331,True,30,NOISE,,
23299.9849,BARYON (Pi^5),149,True,50,RESONANCE,,
23598.5098,MESON (A^-1),337,True,30,NOISE,,
23612.7364,BARYON (Pi^5),151,True,50,RESONANCE,,
24298.7623,MESON (A^-1),347,True,30,NOISE,,
24438.8128,MESON (A^-1),349,True,30,NOISE,,
24550.9908,BARYON (Pi^5),157,True,50,RESONANCE,,
24718.9138,MESON (A^-1),353,True,30,NOISE,,
25139.0653,MESON (A^-1),359,True,30,NOISE,,
25489.2452,BARYON (Pi^5),163,True,50,RESONANCE,,
25699.2674,MESON (A^-1),367,True,30,NOISE,,
26114.7482,BARYON (Pi^5),167,True,50,RESONANCE,,
26119.4189,MESON (A^-1),373,True,30,NOISE,,
26539.5704,MESON (A^-1),379,True,30,NOISE,,
26819.6714,MESON (A^-1),383,True,30,NOISE,,
27053.0026,BARYON (Pi^5),173,True,50,RESONANCE,,
27239.8229,MESON (A^-1),389,True,30,NOISE,,
27800.0249,MESON (A^-1),397,True,30,NOISE,,
27991.2570,BARYON (Pi^5),179,True,50,RESONANCE,,
28080.1259,MESON (A^-1),401,True,30,NOISE,,
28304.0085,BARYON (Pi^5),181,True,50,RESONANCE,,
28640.3279,MESON (A^-1),409,True,30,NOISE,,
29340.5804,MESON (A^-1),419,True,30,NOISE,,
29480.6309,MESON (A^-1),421,True,30,NOISE,,
29867.7659,BARYON (Pi^5),191,True,50,RESONANCE,,
30146.6613,BOSON (A^-2),1,False,70,PREDICTION,,
30180.5174,BARYON (Pi^5),193,True,50,RESONANCE,,
30180.8835,MESON (A^-1),431,True,30,NOISE,,
30320.9340,MESON (A^-1),433,True,30,NOISE,,
30741.0855,MESON (A^-1),439,True,30,NOISE,,
30806.0203,BARYON (Pi^5),197,True,50,RESONANCE,,
31021.1865,MESON (A^-1),443,True,30,NOISE,,
31118.7718,BARYON (Pi^5),199,True,50,RESONANCE,,
31441.3380,MESON (A^-1),449,True,30,NOISE,,
32001.5400,MESON (A^-1),457,True,30,NOISE,,
32281.6410,MESON (A^-1),461,True,30,NOISE,,
32421.6915,MESON (A^-1),463,True,30,NOISE,,
32701.7925,MESON (A^-1),467,True,30,NOISE,,
32995.2806,BARYON (Pi^5),211,True,50,RESONANCE,,
33542.0955,MESON (A^-1),479,True,30,NOISE,,
34102.2976,MESON (A^-1),487,True,30,NOISE,,
34382.3986,MESON (A^-1),491,True,30,NOISE,,
34871.7895,BARYON (Pi^5),223,True,50,RESONANCE,,
34942.6006,MESON (A^-1),499,True,30,NOISE,,
35222.7016,MESON (A^-1),503,True,30,NOISE,,
35497.2924,BARYON (Pi^5),227,True,50,RESONANCE,,
35642.8531,MESON (A^-1),509,True,30,NOISE,,
35810.0439,BARYON (Pi^5),229,True,50,RESONANCE,,
36435.5469,BARYON (Pi^5),233,True,50,RESONANCE,,
36483.1561,MESON (A^-1),521,True,30,NOISE,,
36623.2066,MESON (A^-1),523,True,30,NOISE,,
37373.8013,BARYON (Pi^5),239,True,50,RESONANCE,,
37686.5528,BARYON (Pi^5),241,True,50,RESONANCE,,
37883.6611,MESON (A^-1),541,True,30,NOISE,,
38303.8126,MESON (A^-1),547,True,30,NOISE,,
39004.0652,MESON (A^-1),557,True,30,NOISE,,
39250.3101,BARYON (Pi^5),251,True,50,RESONANCE,,
39424.2167,MESON (A^-1),563,True,30,NOISE,,
39844.3682,MESON (A^-1),569,True,30,NOISE,,
39984.4187,MESON (A^-1),571,True,30,NOISE,,
40188.5646,BARYON (Pi^5),257,True,50,RESONANCE,,
40404.5702,MESON (A^-1),577,True,30,NOISE,,
41104.8227,MESON (A^-1),587,True,30,NOISE,,
41126.8190,BARYON (Pi^5),263,True,50,RESONANCE,,
41524.9742,MESON (A^-1),593,True,30,NOISE,,
41945.1257,MESON (A^-1),599,True,30,NOISE,,
42065.0734,BARYON (Pi^5),269,True,50,RESONANCE,,
42085.1762,MESON (A^-1),601,True,30,NOISE,,
42377.8249,BARYON (Pi^5),271,True,50,RESONANCE,,
42505.3277,MESON (A^-1),607,True,30,NOISE,,
42925.4793,MESON (A^-1),613,True,30,NOISE,,
43205.5803,MESON (A^-1),617,True,30,NOISE,,
43316.0793,BARYON (Pi^5),277,True,50,RESONANCE,,
43345.6308,MESON (A^-1),619,True,30,NOISE,,
43941.5823,BARYON (Pi^5),281,True,50,RESONANCE,,
44185.9338,MESON (A^-1),631,True,30,NOISE,,
44254.3337,BARYON (Pi^5),283,True,50,RESONANCE,,
44886.1863,MESON (A^-1),641,True,30,NOISE,,
45026.2368,MESON (A^-1),643,True,30,NOISE,,
45306.3378,MESON (A^-1),647,True,30,NOISE,,
45726.4893,MESON (A^-1),653,True,30,NOISE,,
45818.0911,BARYON (Pi^5),293,True,50,RESONANCE,,
46146.6408,MESON (A^-1),659,True,30,NOISE,,
46286.6913,MESON (A^-1),661,True,30,NOISE,,
47126.9944,MESON (A^-1),673,True,30,NOISE,,
47407.0954,MESON (A^-1),677,True,30,NOISE,,
